deadhit/1.png, 1, 1, 77, 74, 0, 0, 0, 0
deadhit/2.png, 80, 1, 77, 74, 0, 0, 0, 0
deadhit/3.png, 159, 1, 77, 74, 0, 0, 0, 0
deadhit/4.png, 238, 1, 77, 74, 0, 0, 0, 0
deadhit/5.png, 317, 1, 77, 74, 0, 0, 0, 0
deadhit/6.png, 396, 1, 77, 74, 0, 0, 0, 0
idle/1.png, 475, 1, 77, 74, 0, 0, 0, 0
idle/2.png, 554, 1, 77, 74, 0, 0, 0, 0
idle/3.png, 633, 1, 77, 74, 0, 0, 0, 0
idle/4.png, 712, 1, 77, 74, 0, 0, 0, 0
idle/5.png, 791, 1, 77, 74, 0, 0, 0, 0
idle/6.png, 870, 1, 77, 74, 0, 0, 0, 0
idle/7.png, 1, 77, 77, 74, 0, 0, 0, 0
idle/8.png, 1, 153, 77, 74, 0, 0, 0, 0
idle/9.png, 1, 229, 77, 74, 0, 0, 0, 0
idle/10.png, 1, 305, 77, 74, 0, 0, 0, 0
idle/11.png, 1, 381, 77, 74, 0, 0, 0, 0
idle/12.png, 1, 457, 77, 74, 0, 0, 0, 0
idle/13.png, 1, 533, 77, 74, 0, 0, 0, 0
idle/14.png, 1, 609, 77, 74, 0, 0, 0, 0
idle/15.png, 1, 685, 77, 74, 0, 0, 0, 0
idle/16.png, 1, 761, 77, 74, 0, 0, 0, 0
idle/17.png, 1, 837, 77, 74, 0, 0, 0, 0
idle/18.png, 1, 913, 77, 74, 0, 0, 0, 0
idle/19.png, 80, 77, 77, 74, 0, 0, 0, 0
idle/20.png, 159, 77, 77, 74, 0, 0, 0, 0
idle/21.png, 238, 77, 77, 74, 0, 0, 0, 0
idle/22.png, 317, 77, 77, 74, 0, 0, 0, 0
idle/23.png, 396, 77, 77, 74, 0, 0, 0, 0
idle/24.png, 475, 77, 77, 74, 0, 0, 0, 0
idle/25.png, 554, 77, 77, 74, 0, 0, 0, 0
idle/26.png, 633, 77, 77, 74, 0, 0, 0, 0
idle/27.png, 712, 77, 77, 74, 0, 0, 0, 0
idle/28.png, 791, 77, 77, 74, 0, 0, 0, 0
idle/29.png, 870, 77, 77, 74, 0, 0, 0, 0
idle/30.png, 80, 153, 77, 74, 0, 0, 0, 0
idle/31.png, 80, 229, 77, 74, 0, 0, 0, 0
idle/32.png, 80, 305, 77, 74, 0, 0, 0, 0
idle/33.png, 80, 381, 77, 74, 0, 0, 0, 0
idle/34.png, 80, 457, 77, 74, 0, 0, 0, 0
idle/35.png, 80, 533, 77, 74, 0, 0, 0, 0
idle/36.png, 80, 609, 77, 74, 0, 0, 0, 0
idle/37.png, 80, 685, 77, 74, 0, 0, 0, 0
idle/38.png, 80, 761, 77, 74, 0, 0, 0, 0
run/1.png, 80, 837, 77, 74, 0, 0, 0, 0
run/2.png, 80, 913, 77, 74, 0, 0, 0, 0
run/3.png, 159, 153, 77, 74, 0, 0, 0, 0
run/4.png, 238, 153, 77, 74, 0, 0, 0, 0
run/5.png, 317, 153, 77, 74, 0, 0, 0, 0
run/6.png, 396, 153, 77, 74, 0, 0, 0, 0
run/7.png, 475, 153, 77, 74, 0, 0, 0, 0
run/8.png, 554, 153, 77, 74, 0, 0, 0, 0
run/9.png, 633, 153, 77, 74, 0, 0, 0, 0
run/10.png, 712, 153, 77, 74, 0, 0, 0, 0
run/11.png, 791, 153, 77, 74, 0, 0, 0, 0
run/12.png, 870, 153, 77, 74, 0, 0, 0, 0
run/13.png, 159, 229, 77, 74, 0, 0, 0, 0
run/14.png, 159, 305, 77, 74, 0, 0, 0, 0
run/15.png, 159, 381, 77, 74, 0, 0, 0, 0
run/16.png, 159, 457, 77, 74, 0, 0, 0, 0
jump1/1.png, 159, 533, 77, 74, 0, 0, 0, 0
jump2/1.png, 159, 609, 77, 74, 0, 0, 0, 0
jump2/2.png, 159, 685, 77, 74, 0, 0, 0, 0
jump2/3.png, 159, 761, 77, 74, 0, 0, 0, 0
jump2/4.png, 159, 837, 77, 74, 0, 0, 0, 0
fall/1.png, 159, 913, 77, 74, 0, 0, 0, 0
fall/2.png, 238, 229, 77, 74, 0, 0, 0, 0
ground/1.png, 317, 229, 77, 74, 0, 0, 0, 0
ground/2.png, 396, 229, 77, 74, 0, 0, 0, 0
ground/3.png, 475, 229, 77, 74, 0, 0, 0, 0
attack/1.png, 554, 229, 77, 74, 0, 0, 0, 0
attack/2.png, 633, 229, 77, 74, 0, 0, 0, 0
attack/3.png, 712, 229, 77, 74, 0, 0, 0, 0
attack/4.png, 791, 229, 77, 74, 0, 0, 0, 0
attack/5.png, 870, 229, 77, 74, 0, 0, 0, 0
attack/6.png, 238, 305, 77, 74, 0, 0, 0, 0
attack/7.png, 238, 381, 77, 74, 0, 0, 0, 0
attack/8.png, 238, 457, 77, 74, 0, 0, 0, 0
attack/9.png, 238, 533, 77, 74, 0, 0, 0, 0
attack/10.png, 238, 609, 77, 74, 0, 0, 0, 0
attack/11.png, 238, 685, 77, 74, 0, 0, 0, 0
pick_bomb/1.png, 238, 761, 77, 74, 0, 0, 0, 0
pick_bomb/2.png, 238, 837, 77, 74, 0, 0, 0, 0
pick_bomb/3.png, 238, 913, 77, 74, 0, 0, 0, 0
pick_bomb/4.png, 317, 305, 77, 74, 0, 0, 0, 0
pick_bomb/5.png, 396, 305, 77, 74, 0, 0, 0, 0
pick_bomb/6.png, 475, 305, 77, 74, 0, 0, 0, 0
pick_bomb/7.png, 554, 305, 77, 74, 0, 0, 0, 0
pick_bomb/8.png, 633, 305, 77, 74, 0, 0, 0, 0
idle_bomb/1.png, 712, 305, 77, 74, 0, 0, 0, 0
run_bomb/1.png, 791, 305, 77, 74, 0, 0, 0, 0
run_bomb/2.png, 870, 305, 77, 74, 0, 0, 0, 0
run_bomb/3.png, 317, 381, 77, 74, 0, 0, 0, 0
run_bomb/4.png, 317, 457, 77, 74, 0, 0, 0, 0
run_bomb/5.png, 317, 533, 77, 74, 0, 0, 0, 0
run_bomb/6.png, 317, 609, 77, 74, 0, 0, 0, 0
run_bomb/7.png, 317, 685, 77, 74, 0, 0, 0, 0
run_bomb/8.png, 317, 761, 77, 74, 0, 0, 0, 0
run_bomb/9.png, 317, 837, 77, 74, 0, 0, 0, 0
run_bomb/10.png, 317, 913, 77, 74, 0, 0, 0, 0
run_bomb/11.png, 396, 381, 77, 74, 0, 0, 0, 0
run_bomb/12.png, 475, 381, 77, 74, 0, 0, 0, 0
run_bomb/13.png, 554, 381, 77, 74, 0, 0, 0, 0
run_bomb/14.png, 633, 381, 77, 74, 0, 0, 0, 0
