jump2/1.png, 1, 1, 58, 58, 0, 0, 0, 0
jump2/2.png, 1, 61, 58, 58, 0, 0, 0, 0
jump2/3.png, 1, 121, 58, 58, 0, 0, 0, 0
jump2/4.png, 1, 181, 58, 58, 0, 0, 0, 0
idle/1.png, 1, 241, 58, 58, 0, 0, 0, 0
idle/2.png, 1, 301, 58, 58, 0, 0, 0, 0
idle/3.png, 1, 361, 58, 58, 0, 0, 0, 0
idle/4.png, 1, 421, 58, 58, 0, 0, 0, 0
idle/5.png, 61, 1, 58, 58, 0, 0, 0, 0
idle/6.png, 61, 61, 58, 58, 0, 0, 0, 0
idle/7.png, 61, 121, 58, 58, 0, 0, 0, 0
idle/8.png, 61, 181, 58, 58, 0, 0, 0, 0
idle/9.png, 61, 241, 58, 58, 0, 0, 0, 0
idle/10.png, 61, 301, 58, 58, 0, 0, 0, 0
idle/11.png, 61, 361, 58, 58, 0, 0, 0, 0
idle/12.png, 61, 421, 58, 58, 0, 0, 0, 0
idle/13.png, 121, 1, 58, 58, 0, 0, 0, 0
idle/14.png, 121, 61, 58, 58, 0, 0, 0, 0
idle/15.png, 121, 121, 58, 58, 0, 0, 0, 0
idle/16.png, 121, 181, 58, 58, 0, 0, 0, 0
idle/17.png, 121, 241, 58, 58, 0, 0, 0, 0
idle/18.png, 121, 301, 58, 58, 0, 0, 0, 0
idle/19.png, 121, 361, 58, 58, 0, 0, 0, 0
idle/20.png, 121, 421, 58, 58, 0, 0, 0, 0
idle/21.png, 181, 1, 58, 58, 0, 0, 0, 0
idle/22.png, 181, 61, 58, 58, 0, 0, 0, 0
idle/23.png, 181, 121, 58, 58, 0, 0, 0, 0
idle/24.png, 181, 181, 58, 58, 0, 0, 0, 0
idle/25.png, 181, 241, 58, 58, 0, 0, 0, 0
idle/26.png, 181, 301, 58, 58, 0, 0, 0, 0
run/1.png, 181, 361, 58, 58, 0, 0, 0, 0
run/2.png, 181, 421, 58, 58, 0, 0, 0, 0
run/3.png, 241, 1, 58, 58, 0, 0, 0, 0
run/4.png, 241, 61, 58, 58, 0, 0, 0, 0
run/5.png, 241, 121, 58, 58, 0, 0, 0, 0
run/6.png, 241, 181, 58, 58, 0, 0, 0, 0
run/7.png, 241, 241, 58, 58, 0, 0, 0, 0
run/8.png, 241, 301, 58, 58, 0, 0, 0, 0
run/9.png, 241, 361, 58, 58, 0, 0, 0, 0
run/10.png, 241, 421, 58, 58, 0, 0, 0, 0
run/11.png, 301, 1, 58, 58, 0, 0, 0, 0
run/12.png, 301, 61, 58, 58, 0, 0, 0, 0
run/13.png, 301, 121, 58, 58, 0, 0, 0, 0
run/14.png, 301, 181, 58, 58, 0, 0, 0, 0
jump1/1.png, 301, 241, 58, 58, 0, 0, 0, 0
fall/1.png, 301, 301, 58, 58, 0, 0, 0, 0
fall/2.png, 301, 361, 58, 58, 0, 0, 0, 0
ground/1.png, 301, 421, 58, 58, 0, 0, 0, 0
ground/2.png, 361, 1, 58, 58, 0, 0, 0, 0
ground/3.png, 361, 61, 58, 58, 0, 0, 0, 0
hit/1.png, 361, 121, 58, 58, 0, 0, 0, 0
hit/2.png, 361, 181, 58, 58, 0, 0, 0, 0
hit/3.png, 361, 241, 58, 58, 0, 0, 0, 0
hit/4.png, 361, 301, 58, 58, 0, 0, 0, 0
hit/5.png, 361, 361, 58, 58, 0, 0, 0, 0
hit/6.png, 361, 421, 58, 58, 0, 0, 0, 0
hit/7.png, 421, 1, 58, 58, 0, 0, 0, 0
hit/8.png, 421, 61, 58, 58, 0, 0, 0, 0
deadhit/1.png, 421, 121, 58, 58, 0, 0, 0, 0
deadhit/2.png, 421, 181, 58, 58, 0, 0, 0, 0
deadhit/3.png, 421, 241, 58, 58, 0, 0, 0, 0
deadhit/4.png, 421, 301, 58, 58, 0, 0, 0, 0
deadhit/5.png, 421, 361, 58, 58, 0, 0, 0, 0
deadhit/6.png, 421, 421, 58, 58, 0, 0, 0, 0
deadground/1.png, 481, 1, 58, 58, 0, 0, 0, 0
deadground/2.png, 481, 61, 58, 58, 0, 0, 0, 0
deadground/3.png, 481, 121, 58, 58, 0, 0, 0, 0
deadground/4.png, 481, 181, 58, 58, 0, 0, 0, 0
door_in/1.png, 481, 241, 58, 58, 0, 0, 0, 0
door_in/2.png, 481, 301, 58, 58, 0, 0, 0, 0
door_in/3.png, 481, 361, 58, 58, 0, 0, 0, 0
door_in/4.png, 481, 421, 58, 58, 0, 0, 0, 0
door_in/5.png, 541, 1, 58, 58, 0, 0, 0, 0
door_in/6.png, 601, 1, 58, 58, 0, 0, 0, 0
door_in/7.png, 661, 1, 58, 58, 0, 0, 0, 0
door_in/8.png, 721, 1, 58, 58, 0, 0, 0, 0
door_in/9.png, 781, 1, 58, 58, 0, 0, 0, 0
door_in/10.png, 841, 1, 58, 58, 0, 0, 0, 0
door_in/11.png, 901, 1, 58, 58, 0, 0, 0, 0
door_in/12.png, 961, 1, 58, 58, 0, 0, 0, 0
door_in/13.png, 541, 61, 58, 58, 0, 0, 0, 0
door_in/14.png, 541, 121, 58, 58, 0, 0, 0, 0
door_in/15.png, 541, 181, 58, 58, 0, 0, 0, 0
door_in/16.png, 541, 241, 58, 58, 0, 0, 0, 0
door_out/1.png, 541, 301, 58, 58, 0, 0, 0, 0
door_out/2.png, 541, 361, 58, 58, 0, 0, 0, 0
door_out/3.png, 541, 421, 58, 58, 0, 0, 0, 0
door_out/4.png, 601, 61, 58, 58, 0, 0, 0, 0
door_out/5.png, 661, 61, 58, 58, 0, 0, 0, 0
